2026-04-04T18:52:47.959325Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959440Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959491Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959529Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959562Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:47.959594Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
2026-04-04T18:52:48.515340Z [info     ] Migrating the Airflow database [airflow.utils.db] loc=db.py:1130
standalone | Starting Airflow Standalone
api-server | INFO:     127.0.0.1:63189 - "POST /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/return_value HTTP/1.1" 201 Created
api-server | 2026-04-04T18:55:32.402276Z [info     ] Task instance state updated    [airflow.api_fastapi.execution_api.routes.task_instances] loc=task_instances.py:424 new_state=success rows_affected=1 ti_id=019d59d9-4198-71cb-94dc-789c8b5c0af7
api-server | INFO:     127.0.0.1:63189 - "PATCH /execution/task-instances/019d59d9-4198-71cb-94dc-789c8b5c0af7/state HTTP/1.1" 204 No Content
api-server | INFO:     127.0.0.1:63189 - "GET /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_table HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63189 - "GET /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_table HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63189 - "POST /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_table HTTP/1.1" 201 Created
api-server | INFO:     127.0.0.1:63189 - "GET /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_job_detail HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63189 - "GET /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_job_detail HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63189 - "POST /execution/xcoms/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/aggregate/bigquery_job_detail HTTP/1.1" 201 Created
scheduler  | 2026-04-04T18:55:32.446166Z [info     ] Task finished                  [supervisor] duration=6.974758333992213 exit_code=0 final_state=success loc=supervisor.py:1995 task_instance_id=019d59d9-4198-71cb-94dc-789c8b5c0af7
scheduler  | 2026-04-04T18:55:33.321095Z [info     ] Received executor event with state success for task instance TaskInstanceKey(dag_id='mantus_realtime_dag', task_id='aggregate', run_id='manual__2026-04-04T18:55:03.543217+00:00', try_number=1, map_index=-1) [airflow.jobs.scheduler_job_runner.SchedulerJobRunner] loc=scheduler_job_runner.py:854
scheduler  | 2026-04-04T18:55:33.325047Z [info     ] TaskInstance Finished: dag_id=mantus_realtime_dag, task_id=aggregate, run_id=manual__2026-04-04T18:55:03.543217+00:00, map_index=-1, run_start_date=2026-04-04 18:55:25.480273+00:00, run_end_date=2026-04-04 18:55:32.397713+00:00, run_duration=13.918, state=success, executor=LocalExecutor(parallelism=32), executor_state=success, try_number=1, max_tries=0, pool=default_pool, queue=default, priority_weight=2, operator=BigQueryInsertJobOperator, queued_dttm=2026-04-04 18:55:25.418539+00:00, scheduled_dttm=2026-04-04 18:55:25.411123+00:00,queued_by_job_id=102, pid=63031 [airflow.jobs.scheduler_job_runner.SchedulerJobRunner] loc=scheduler_job_runner.py:912
scheduler  | 2026-04-04T18:55:34.351930Z [info     ] Marking run <DagRun mantus_realtime_dag @ 2026-04-04 18:55:02+00:00: manual__2026-04-04T18:55:03.543217+00:00, state:running, queued_at: 2026-04-04 18:55:03.558475+00:00. run_type: manual> successful [airflow.models.dagrun.DagRun] loc=dagrun.py:1205
scheduler  | Dag run in success state
scheduler  | Dag run start:2026-04-04 18:55:04.275879+00:00 end:2026-04-04 18:55:34.352002+00:00
scheduler  | 2026-04-04T18:55:34.352047Z [info     ] DagRun Finished: dag_id=mantus_realtime_dag, logical_date=2026-04-04 18:55:02+00:00, run_id=manual__2026-04-04T18:55:03.543217+00:00, run_start_date=2026-04-04 18:55:04.275879+00:00, run_end_date=2026-04-04 18:55:34.352002+00:00, run_duration=30.076123, state=success, run_type=manual, data_interval_start=2026-04-04 18:55:02+00:00, data_interval_end=2026-04-04 18:55:02+00:00, [airflow.models.dagrun.DagRun] loc=dagrun.py:1275
dag-processor | 2026-04-04T18:55:36.988788Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:36.990325Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:42.040417Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:42.041790Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:47.085321Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:47.086187Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
api-server | INFO:     127.0.0.1:63100 - "GET /ui/grid/runs/mantus_realtime_dag?limit=10&order_by=-run_after HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63097 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63095 - "GET /ui/grid/ti_summaries/mantus_realtime_dag/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63105 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/hitlDetails HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63104 - "GET /ui/grid/structure/mantus_realtime_dag?limit=10&order_by=-run_after HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63102 - "GET /api/v2/dags/mantus_realtime_dag/dagRuns/manual__2026-04-04T18%3A55%3A03.543217%2B00%3A00/taskInstances?limit=50&offset=0&order_by=-start_date&order_by=-run_after HTTP/1.1" 200 OK
triggerer  | 2026-04-04T18:55:51.342383Z [info     ] 0 triggers currently running   [airflow.jobs.triggerer_job_runner] loc=triggerer_job_runner.py:738
triggerer  | 2026-04-04T18:55:51.344049Z [info     ] 0 watchers currently running   [airflow.jobs.triggerer_job_runner] loc=triggerer_job_runner.py:738
dag-processor | 2026-04-04T18:55:52.136644Z [info     ]
dag-processor | ================================================================================
dag-processor | DAG File Processing Stats
dag-processor | Bundle        File Path                                                   PID    Current Duration      # DAGs    # Errors  Last Duration    Last Run At
dag-processor | ------------  ----------------------------------------------------------  -----  ------------------  --------  ----------  ---------------  -------------------
dag-processor | dags-folder   mantus_dag.py                                                                                 1           0  0.14s            2026-04-04T18:55:28
dag-processor | dags-folder   mantus_dag2.py                                                                                1           0  0.14s            2026-04-04T18:55:28
dag-processor | dags-folder   load_gcs_to_bigquery_dag.py                                                                   1           0  0.11s            2026-04-04T18:55:28
dag-processor | example_dags  example_task_group_decorator.py                                                               1           0  0.10s            2026-04-04T18:55:22
dag-processor | example_dags  standard/example_sensors.py                                                                   1           0  0.10s            2026-04-04T18:55:25
dag-processor | example_dags  tutorial_taskflow_api_virtualenv.py                                                           1           0  0.10s            2026-04-04T18:55:26
dag-processor | example_dags  tutorial.py                                                                                   1           0  0.10s            2026-04-04T18:55:27
dag-processor | example_dags  tutorial_taskflow_api.py                                                                      1           0  0.09s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_python_operator.py                                                           1           0  0.09s            2026-04-04T18:55:25
dag-processor | example_dags  standard/example_latest_only.py                                                               1           0  0.09s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_sensor_decorator.py                                                          1           0  0.09s            2026-04-04T18:55:26
dag-processor | dags-folder   gcp_fake_data_final_dag.py                                                                    1           0  0.09s            2026-04-04T18:55:28
dag-processor | example_dags  standard/example_external_task_parent_deferrable.py                                           1           0  0.09s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_short_circuit_decorator.py                                                   1           0  0.09s            2026-04-04T18:55:26
dag-processor | example_dags  example_trigger_target_dag.py                                                                 1           0  0.08s            2026-04-04T18:55:27
dag-processor | example_dags  standard/example_branch_operator_decorator.py                                                 1           0  0.08s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_bash_decorator.py                                                            1           0  0.08s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_branch_operator.py                                                           1           0  0.07s            2026-04-04T18:55:25
dag-processor | example_dags  example_time_delta_sensor_async.py                                                            1           0  0.07s            2026-04-04T18:55:26
dag-processor | dags-folder   gcp_elt_pipeline_transformation.py                                                            1           0  0.07s            2026-04-04T18:55:28
dag-processor | example_dags  example_params_trigger_ui.py                                                                  1           0  0.07s            2026-04-04T18:55:27
dag-processor | example_dags  tutorial_dag.py                                                                               1           0  0.07s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_bash_operator.py                                                             1           0  0.07s            2026-04-04T18:55:25
dag-processor | example_dags  example_task_group.py                                                                         1           0  0.06s            2026-04-04T18:55:27
dag-processor | example_dags  example_xcom.py                                                                               1           0  0.06s            2026-04-04T18:55:27
dag-processor | example_dags  example_params_ui_tutorial.py                                                                 1           0  0.06s            2026-04-04T18:55:27
dag-processor | example_dags  standard/example_external_task_child_deferrable.py                                            1           0  0.06s            2026-04-04T18:55:25
dag-processor | example_dags  example_workday_timetable.py                                                                  1           0  0.06s            2026-04-04T18:55:26
dag-processor | example_dags  example_xcomargs.py                                                                           2           0  0.06s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_external_task_marker_dag.py                                                  2           0  0.06s            2026-04-04T18:55:25
dag-processor | example_dags  example_dynamic_task_mapping.py                                                               2           0  0.06s            2026-04-04T18:55:22
dag-processor | example_dags  example_assets.py                                                                            10           0  0.06s            2026-04-04T18:55:26
dag-processor | example_dags  example_outlet_event_extra.py                                                                 3           0  0.06s            2026-04-04T18:55:26
dag-processor | example_dags  example_branch_labels.py                                                                      1           0  0.06s            2026-04-04T18:55:26
dag-processor | example_dags  example_complex.py                                                                            1           0  0.05s            2026-04-04T18:55:26
dag-processor | example_dags  tutorial_taskflow_templates.py                                                                1           0  0.05s            2026-04-04T18:55:25
dag-processor | example_dags  standard/example_branch_day_of_week_operator.py                                               1           0  0.05s            2026-04-04T18:55:25
dag-processor | example_dags  standard/example_trigger_controller_dag.py                                                    1           0  0.05s            2026-04-04T18:55:23
dag-processor | example_dags  example_nested_branch_dag.py                                                                  1           0  0.05s            2026-04-04T18:55:26
dag-processor | example_dags  example_setup_teardown_taskflow.py                                                            1           0  0.05s            2026-04-04T18:55:27
dag-processor | example_dags  example_asset_alias_with_no_taskflow.py                                                       4           0  0.05s            2026-04-04T18:55:27
dag-processor | example_dags  standard/example_short_circuit_operator.py                                                    1           0  0.05s            2026-04-04T18:55:23
dag-processor | example_dags  standard/example_branch_datetime_operator.py                                                  3           0  0.05s            2026-04-04T18:55:25
dag-processor | example_dags  example_asset_alias.py                                                                        4           0  0.05s            2026-04-04T18:55:24
dag-processor | example_dags  example_passing_params_via_test_command.py                                                    1           0  0.05s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_hitl_operator.py                                                             1           0  0.05s            2026-04-04T18:55:25
dag-processor | example_dags  plugins/decreasing_priority_weight_strategy.py                                                0           0  0.05s            2026-04-04T18:55:25
dag-processor | example_dags  example_asset_with_watchers.py                                                                1           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_asset_decorator.py                                                                    3           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_dag_decorator.py                                                                      1           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_display_name.py                                                                       1           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  example_inlet_event_extra.py                                                                  2           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  example_branch_python_dop_operator_3.py                                                       1           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_local_kubernetes_executor.py                                                          0           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  example_simplest_dag.py                                                                       1           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  example_setup_teardown.py                                                                     1           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_kubernetes_executor.py                                                                0           0  0.04s            2026-04-04T18:55:27
dag-processor | example_dags  example_latest_only_with_trigger.py                                                           1           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  example_skip_dag.py                                                                           1           0  0.04s            2026-04-04T18:55:26
dag-processor | example_dags  standard/example_python_decorator.py                                                          1           0  0.04s            2026-04-04T18:55:23
dag-processor | dags-folder   hello_world_dag.py                                                                            1           0  0.03s            2026-04-04T18:55:27
dag-processor | example_dags  tutorial_objectstorage.py                                                                     1           0  0.03s            2026-04-04T18:55:23
dag-processor | example_dags  plugins/workday.py                                                                            0           0  0.03s            2026-04-04T18:55:26
dag-processor | example_dags  plugins/listener_plugin.py                                                                    0           0  0.03s            2026-04-04T18:55:26
dag-processor | example_dags  plugins/event_listener.py                                                                     0           0  0.03s            2026-04-04T18:55:23
dag-processor | example_dags  example_dynamic_task_mapping_with_no_taskflow_operators.py                                    1           0  0.03s            2026-04-04T18:55:27
dag-processor | example_dags  example_custom_weight.py                                                                      1           0  0.03s            2026-04-04T18:55:22
dag-processor | ================================================================================ [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:815
dag-processor | 2026-04-04T18:55:52.142024Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:52.142837Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:53.247626Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:53.250265Z [info     ] Setting next_dagrun for example_dynamic_task_mapping to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:53.251127Z [info     ] Setting next_dagrun for example_task_mapping_second_order to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:53.270017Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:53.273405Z [info     ] Setting next_dagrun for example_task_group_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:53.285847Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:53.289866Z [info     ] Setting next_dagrun for example_custom_weight to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
api-server | INFO:     127.0.0.1:63104 - "GET /api/v2/dags/mantus_realtime_dag/dagVersions/4 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63105 - "GET /api/v2/dagSources/mantus_realtime_dag?version_number=4 HTTP/1.1" 200 OK
api-server | INFO:     127.0.0.1:63102 - "GET /api/v2/dags/mantus_realtime_dag/dagVersions?order_by=-version_number HTTP/1.1" 200 OK
dag-processor | 2026-04-04T18:55:54.362707Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:54.366788Z [info     ] Setting next_dagrun for example_trigger_controller_dag to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:54.384514Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:54.387132Z [info     ] Setting next_dagrun for example_short_circuit_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:54.415223Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:54.417599Z [info     ] Setting next_dagrun for example_python_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:54.451900Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:54.453673Z [info     ] Setting next_dagrun for tutorial_objectstorage to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:55.521042Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:55.525122Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:55.525718Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:55.526221Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:55.526667Z [info     ] Setting next_dagrun for asset_s3_bucket_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.611470Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.614574Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.632886Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.635568Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.654444Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.657015Z [info     ] Setting next_dagrun for example_sensor_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.674406Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.676756Z [info     ] Setting next_dagrun for example_python_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.694320Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.697529Z [info     ] Setting next_dagrun for latest_only to 2026-04-04 18:55:56.697395+00:00, run_after=2026-04-04 18:55:56.697395+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.717213Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.719731Z [info     ] Setting next_dagrun for example_hitl_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.736379Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.740191Z [info     ] Setting next_dagrun for example_external_task to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.756891Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.759740Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.760409Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.778197Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.781413Z [info     ] Setting next_dagrun for child_dag to 2022-01-01 00:00:00+00:00, run_after=2022-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.809587Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.815167Z [info     ] Setting next_dagrun for example_branch_python_operator_decorator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.833457Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.839384Z [info     ] Setting next_dagrun for example_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.857195Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.862614Z [info     ] Setting next_dagrun for example_weekday_branch_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.880174Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.885732Z [info     ] Setting next_dagrun for example_branch_datetime_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.887459Z [info     ] Setting next_dagrun for example_branch_datetime_operator_2 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.888900Z [info     ] Setting next_dagrun for example_branch_datetime_operator_3 to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.909845Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.915191Z [info     ] Setting next_dagrun for example_bash_operator to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.952816Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.957585Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.974144Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.977349Z [info     ] Setting next_dagrun for tutorial_taskflow_api_virtualenv to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:56.994674Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:56.996977Z [info     ] Setting next_dagrun for tutorial_taskflow_api to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.014354Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.016677Z [info     ] Setting next_dagrun for tutorial_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.034036Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.036336Z [info     ] Setting next_dagrun for example_xcom_args to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.037060Z [info     ] Setting next_dagrun for example_xcom_args_with_operators to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.054379Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.060326Z [info     ] Setting next_dagrun for example_workday_timetable to 2026-04-06 00:00:00+00:00, run_after=2026-04-07 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.077089Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.079384Z [info     ] Setting next_dagrun for example_time_delta_sensor_async to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.100130Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.102797Z [info     ] Setting next_dagrun for example_bash_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.143701Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:57.144093Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:585
dag-processor | 2026-04-04T18:55:57.147714Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.150722Z [info     ] Setting next_dagrun for example_skip_dag to 2026-04-04 18:55:57.150586+00:00, run_after=2026-04-04 18:55:57.150586+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.166778Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.170459Z [info     ] Setting next_dagrun for example_simplest_dag to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.197489Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.204060Z [info     ] Setting next_dagrun for example_passing_params_via_test_command to 2026-04-04 18:55:00+00:00, run_after=2026-04-04 18:55:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-04-04T18:55:57.224121Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-04-04T18:55:57.229612Z [info     ] Setting next_dagrun for asset_with_extra_by_context to 2026-04-04 00:00:00+00:00, run_after=2026-04-04 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
